包装印刷 发展对策 环保油墨 回收处理 循环经济 法制建设,"绿色化发展是新世纪包装印刷的必由之路。着重研究了大力发展新型环保油墨,利用环保技术处理废气、废物,积极发展回收再生工艺,走循环经济发展模式,推行ISO14000环境认证;制定严格的环卫标准4个方面绿色化发展对策。最后指出了包装印刷的绿色化是一个系统工程,在如何全面发展我国包装印刷的绿色化等方面还有待于进一步探讨。"
柔性版印刷机 柔印机 柔印技术 柔版印刷机 水性油墨 包装印刷品 模内标签 卫星式 印刷方式 大发展,"社会信息化及经济全球化的发展促使印刷业发生着巨大的变化。在四大印刷工艺中,作为凸版印刷衍生的柔性版印刷,经过几十载的曲折发展历程,终成正果。柔印市场由小到大、由弱至强的发展态势,引得印刷各界人士竞相关注。据统计,20世纪90年代末,全球柔印每年都以70％的惊人速度增长,2000年,柔印已占全球印刷市场的18％～19％。然而在柔印增长的同时,全球凹印的增长却呈持平的状态,而胶印则出现略有下跌的态势。为何柔印发展如此之迅猛?究其原因应该是像陶瓷网纹辊、套筒式印版辊、水性油墨、UV油墨、激光雕刻技术和计算机技术等一批新技术的应用大大提高了其印刷质量,加上水性油墨的环保优势而使其得到了巨大发展,尤其是在欧美更为注重环保的国家,柔印更是应用广泛。那么,柔印在中国的发展现状如何?中国印刷业是如何推动柔印前进的呢?先进的柔印技术是否都得以顺利普及?……为此,《今日印刷》特意走访了几位业内资深专家、经理人,不妨听听他们对柔印在中国发展过程中所遇到的诸多问题的看法。"
丙烯酸树脂 环氧丙烯酸酯 水性 溶液聚合 乳液聚合,水性丙烯酸树脂具有较好的光泽度耐候性耐化学品性和稳定性高且无污染无毒性无刺激性和生产安全价格便宜等优点是一种低VOC的绿色环保型产品也是目前较为活跃的研究和开发领域但常规丙烯酸酯树脂存在如成膜温度高胶膜硬度低抗回粘性差耐水性不好附着力差等缺点因此合成能克服以上缺陷的新型树脂己成为当前的研究热点本研究先用溶液聚合的方法初步探讨合成了水溶性的丙烯酸酯树脂然后用硬度高附着力好抗水性好及耐化学药品优良的环氧丙烯酸酯EA对其进行改性有效的改善了水性丙烯酸酯树脂的缺点提高了丙烯酸酯树脂的综合性能在环氧丙烯酸酯共聚改性水性丙烯酸树脂的实验中讨论了不同合成加料方式不同温度不同引发剂用量及不同环氧丙烯酸酯用量等因素对共聚合成及其性能的影响研究结果表明采用分步加料法反应温度为82搅拌速度为150rmin200rmin反应4h时可以顺利合成EA改性的水性丙烯酸树脂单体转化率达96以上当EA用量为8交联单体NMA用量为2时改姓树脂的性能最佳硬度达2H抗回粘性1级附着力Gt0玻璃耐水96h除此之外从粒子设计方面着手采用乳液聚合的方法合成了具有不同核壳结构的乳液大大改善了水性丙烯酯乳液的性能讨论了不同核壳结构的设计工艺乳化剂等因素对乳液聚合的影响研究结果表明采用软核硬壳的工艺设计乳化剂用量为3阴离子型非离子型12NMA为2时合成的乳液性能最佳热固化后硬度可达2H抗回粘性1级附着力Gt0玻璃耐水性96h是一种性能优良的热固型树脂
纳米材料 产业化机制 动力机制 运行机制 ANP 模型,笔者本科学习的是材料化学专业在同济大学投资研究所就读研究生期间作为主要成员参与了汉唐证券委托项目新材料行业研究和振兴行动教育计划高科技中小型企业数据库建设等课题研究在行业研究和企业调查过程中特别是在对纳米材料产业调研过程中引发了笔者对我国纳米材料产业化机制研究的深入思考并将之作为本博士论文的研究题目人类发展的历史本身就是一部材料发展的历史一种新材料的出现往往引起生产力的大发展从石器陶瓷器青铜铸铁钢塑料到形形色色新材料的出现均标志着一个相应经济发展历史时期的到来而每一次材料技术革命催生了一个强国的诞生纳米材料的出现预示着一个新的纳米时代悄然来临纳米时代的到来对我国来说既是一次机遇更是挑战我国纳米材料技术的基础研究水平与其他先进发达国家相比相差不大有些方面甚至处于世界领先地位但在产业化方面有一定差距我们要避免重蹈计算机技术和超导技术的覆辙利用这一轮技术革命实现我国经济振兴与腾飞的梦想本文第一章导论首先界定和阐述研究对象对相关概念进行了详细的分析接着简要分析本研究的背景目的和意义提出研究思路和全文结构第二章首先回顾了产业化机制研究相关的基础理论创新理论和产业结构理论接着对有关产业化机制方面的研究和纳米材料产业化国内外有关研究进行了比较详细地综述科技进步推动产业结构的演进技术创新的动力来源于技术推动或市场拉动或二者的结合纳米材料技术及产业的发展是产业结构优化的一种途径是纳米材料技术推动和市场拉动的结果为纳米材料产业化提供了理论依据产学研合作是纳米材料产业化的一种较好模式我国在这方面需要加强和引导第三章和第四章全面详实地研究国内外纳米材料产业现状及发展趋势从研发制备市场和产业化四个方面对纳米材料产业作充分的研究论述并对国内外纳米材料现状及发展趋势作比较研究从中找出我国纳米材料产业化过程中的问题和不足科研投入不足科技转换介面不畅以及产业环境有待改善等第五章和第六章分别对我国纳米材料产业化的动力机制和运行机制进行全面的研究分析并与美日欧等纳米材料强国的纳米材料产业化的运行机制作比较进一步剖析我国纳米材料产业化过程中的具体问题以纳米材料企业为主体是技术创新运行机制尚未建立人才机制不完善融资机制不健全技术转移机制不规范政策法律法规需要改革创新最后选用ANP结构模型构建我国纳米材料产业化评价指标体系并作评价第七章是解决问题在前几章研究的基础上提出我国纳米材料产业化健康快速推进的对策措施并构建我国纳米材料产业化机制模型全文最后对本研究进行了总结并指出不足之处和进一步研究方向本论文具有以下创新之处1对我国纳米材料产业化的动力机制和运行机制进行了详尽的研究剖析纳米材料产业化中的深层次问题据文献搜索尚属首次2构建我国纳米材料产业化水平评价指标体系引进网络分析法ANP并做实证研究据文献搜索尚属首次3经过理论和实证研究构建我国纳米材料产业化机制模型及其子模型提出我国纳米材料产业化的对策措施以期有助于我国纳米材料产业化的健康进行据文献搜索尚属首次4从研发制备市场和产业化四个角度对国内外纳米材料产业现状及发展趋势进行全面地研究并做比较研究有助于对整个纳米材料产业的全面了解据文献搜索尚属首次
丝网印刷 背银 背铝 正银 丝网 浆料 基片,简要介绍太阳能电池的生产工艺。针对背银、背铝、正银三工序的印刷工艺要求从刮刀、丝网、浆料、设备及基片5方面进行分析。
油墨市场 水性油墨 绿色印刷 环保型材料 大豆油 环保意识 印刷适性 有机溶剂 包装印刷 印刷质量,"了解油墨的人都知道通常使用的油墨中都含有对人体和环境有害的化学物质,在环保意识逐渐增强的今天对油墨的发展有了更高标准的要求。目前的油墨市场已经开始向环保方向发展,并逐步出现了诸如水性油墨、大豆油油墨、UV油墨这样的环保油墨。而且环保油墨的开发和生产能力已经成"
大豆油 印刷油墨 印刷品 印刷生产过程 环保性 生产流程 污染来源 有害物质 安全问题 不利因素,"我们的生活离不开五光十色的各类印刷品,随着生活水平的不断提高,人们对印刷品的环保性以及对人体无危害性的要求日趋严格。国际上对印刷品中含有的有害物质均有限制,印刷制品安全问题可能成为阻碍我国出口发展的不利因素之一。而从印刷品的生产流程来看,油墨是在整个印刷生产过程中最主要的污染来源。"
包装印刷工业 环境问题 污染 油墨 纸张 经济可持续发展 包装印刷业 塑料包装材料 柔性版印刷 治理措施,"主要阐述了包装印刷工业在印刷材料及生产工艺过程中如何造成环境的污染,并针对各项污染提出了相应的治理措施,对包装印刷工业的可持续发展具有指导意义。"
改良苯胺水基油墨 洗涤法脱墨 常规浮选法脱墨 苯胺油墨 印刷纸 阳离子表面活性剂 脱墨方法 浮选脱墨 过氧 油墨粒子,"介绍了水基油墨印刷纸的洗涤脱墨法和常规碱性浮选法及其存在的问题,也介绍了改良苯胺水基油墨可脱墨性的一些研究。"
水基油墨印刷 印刷品 可脱墨性,"介绍了各种水基油墨印刷纸在国际上的使用概况,同时介绍了水基油墨印刷纸的识别方法及其可脱墨性。对于水基油墨印刷的各种纸,用常规的脱墨方法进行脱墨是困难的。"
汉字 正字 印刷字体 印刷字体设计 版式编排,现代设计奠定了现代物质文明的形式和内容基础是20世纪文明发展史上的组成部分而文字设计在促进人类的交流与沟通方面扮演着一个重要角色20世纪以来的中国现代设计随着社会经济的开放与改革呈现着日新月异的趋势尤其是电脑技术的出现和发展给现代设计注入了新的活力反过来设计也从各方面促进了经济的发展国内设计的社会软性环境与设计的介质和载体等硬性环境不断的变化更新使得设计充满了种种变化的可能自然作为视觉传达的三个重要因素图形图像和文字也应当顺应其变以主动积极的姿态满足现代媒体和社会心理的功能需要但无可否认的现实是较之图形和图像的发展基本与国外同步的事实国内在计算机时代的印刷字体设计及应用水平与国外有差距滞后于前两个方面汉字印刷字体的应用现实也反映出整个社会以及设计师对字体的文化发景设计脉络及字体的应用尚缺乏足够的重视重实践而轻理论重内容而轻文脉也导致了汉字视觉环境的混乱无序有鉴于此中国应该建立良好的汉字印刷字体开发环境以及应用体系设计并推广大量的优秀的中文字体以满足现代设计的需要这涉及到文化传承的问题可以说它既是一种社会需要更是一种社会责任鉴此本论文将通过对汉字印刷字体设计及应用现状的研究与反思从文字字体字体设计字体在版面设计中的应用等四个主要方面进行系统性梳理与分析再加具体的设计实践尝试逐步建构起较为完备的印刷字体设计的研究框架从中总结出汉字字体设计的方法论本论文的第一部分首先阐述汉字的起源作为字体设计的本源汉字的发展流变也就成为印刷字体设计最为重要的基础字体设计的过程是一个体验汉文化的过程设计者对于汉字字源的明鉴显得异常重要它将避免设计过程中文字笔画不正确导致使用者将错误传播出去对社会造成不良影响另外对汉字的深入认识会使得设计者读字审视字和设计字体都会怀有一种特别的情感体会字的形声义和字体设计的联系这亦是对汉字文化应持有的一种尊重可以说字体设计承载着文化的博大与精髓论文的第二部分着重于印刷字体力图从字体的广义和挟义不同学科对字体的界定来重新审视印刷字体这个概念以及它和古文字今文字的关系论文分两个章节从设计的角度出发详细地分析印刷字体的发展历程和风格演变由此理清字体发展的历史脉络第三部分则是研究现代印刷字体设计手段及字库制作通过分析铅字铜模和照相制版的制作工艺原理结合英文字体设计的相关理论以及对字体字库的研究结果试图建立起一套基于电脑的科学的汉字印刷字体设计方法和营造实用的字体开发环境的方法第四部分通过对现有电脑字库的分析结合各种设计实践的范例将印刷字体与版面设计相联系阐述字体在版面上的作用好的版式应用需要依托于好的字体好的字体可以大大优化版面效果同时字体需要在长期的使用过程中不断调整和完善因此字体和字体应用始终密不可分本论文也强调我们正处于一个从单一纸媒介质向以屏幕媒体为主的多媒体发展过渡的时代作为信息传播的主要载体汉字其字体的应用也不可避免地要受到载体的影响我们在关注汉字字体设计本身的同时也应关注媒体技术的发展需求并对汉字的视觉需求和新的设计理念的研发予以更多的切实研究论文在以上总结出的方法论的基础上借鉴传统的印刷字体设计并注重其科学性人文性审美性为提高中文字体设计的整体水平根本上解决中文字体设计开发落后的局面做出自己力所能及的贡献以此推动国内汉字字体设计及应用的研究历程
纳米碳酸钙 结构模型 表面改性机理,纳米碳酸钙属无机粉体材料表面亲水疏油呈强极性不能与橡胶塑料等高分子有机物发生化学交联没有补强性能同时纳米碳酸钙具有极大的比表面积和较高的比表面能在制备和后处理过程中极易发生粒子凝并团聚形成二次粒子使粒子粒径变大在应用过程中最终失去超细微粒所具备的功能解决这两个问题的关键在于对纳米碳酸钙进行表面改性使其表面能减小增加亲油性改进其在基质中的分散性和分散稳定性从而增加与高聚物的相容性使其由一般的增量剂填料上升为性能增强剂和功能填料我国纳米碳酸钙的质量水平与发达国家的差距主要表现在晶型的一致性较差表面改性和分散性能较差这是由于我国纳米碳酸钙表面改性技术在改性工艺改性设备活化剂配方等方面起步较晚改性技术还不成熟尤其是改性机理尚不清楚这是制约我国碳酸钙改性技术进一步发展的重要瓶颈也是本文研究的方向本文首先对纳米碳酸钙的活化改性进行了实验研究在硬脂酸钠季戊四醇松香酯椰子油松香季戊四醇松香酯甘油松香酯椰子油油酸钛酸酯硬脂酸钠椰子油硬脂酸钠等表面改性剂中以硬脂酸钠椰子油油酸椰子油椰子油硬脂酸钠等活化剂的活化效果较为理想其次本文探索性地构建了碳酸钙分子的结构模型明确了碳酸钙微粒的结构特点即分子中碳酸根离子相对钙离子而言较为庞大而产生位阻效应的结构特点碳酸钙微粒的外表面绝大部分为带负电荷的碳酸根离子所占据因而对外显负电性故而在溶液中能吸引带正电的钙离子为构建活性碳酸钙的结构模型和进一步深入探讨碳酸钙的活化改性机理奠定了基础最后本文分别以脂肪酸盐磷酸酯钛酸酯和铝酸酯四种国内常见的表面改性剂为例探讨了纳米碳酸钙的表面改性机理构建了活性碳酸钙的结构模型此外对碳酸钙工业的发展前景进行了展望碳酸钙工业依然是朝阳工业
喷墨印刷,"凸印、平印、凹印、柔印在印刷行业被称为四大传统印刷工艺,属于有版有压印刷,而喷墨印刷属于无版无压新兴特种印刷工艺。喷墨印刷最近几年发展迅速,与其他四种有版有压印刷工艺相比,喷墨印刷确实具备按需印刷等特点,在很多方面都拥有竞争优势。"
水性油墨 油墨市场 植物油 有限公司 大兴 印刷适性 香港 环保 福州 大豆油,"《今日印刷》:大兴油墨化工(香港)有限公司是一家专业从事印刷材料、油墨开发、研究及销售于一体的港资企业,为了让读者更好地了解贵公司,请详细介绍一下贵公司近年来的发展情况。大兴油墨公司:大兴油墨公司(香港)有限公司成立于20世纪80年代初,总部设在香港。近十年来,公司更锐意开拓中国国内市场,已在深圳、广州、上海相继成立分公"
UV油墨 金属油墨 网版印刷,"介绍了UV金属油墨的种类、特性与使用范围,并就UV金属油墨的印刷色序、固化工艺以及正确选用进行了详细论述。"
水性油墨 油墨性能 溶剂型 包装印刷材料 有机溶剂 黏度 颜料颗粒 碱溶性树脂 食品包装印刷 必然要求,"近年来,很多国家在包装印刷方面增加了卫生、环保方面的要求和制约条件,尤其在食品包装印刷方面。研究、开发和应用危害小、污染少,以至无公害的绿色包装印刷材料成为绿色包装发展的必然要求,其中水性油墨就是一种很好的选择。"
电子标签 天线 直接印刷 导电油墨,"文章主要介绍了电子标签(RFID)天线的几种印制工艺。重点讲述了一种新兴的印制工艺——直接印刷法,阐述了这种工艺的工艺流程、特点。直接印刷法具有工艺简单、成本低和环境污染少等优点,将是电子标签(RFID)天线制造工艺的发展主流。"
混合单体 黏度 固化率 正交试验方法 喷墨油墨 固化速度 双官能团单体 最优比例 体系 三官能团,"不同官能团的单体对油墨的黏度和固化速度影响不同。设计了由单、双、三官能团单体EOEOEA、TPGDA和TMPTA组成的混合单体体系,采用正交试验方法设计改变混合单体比例的配方,测试了由混合单体体系组成的UV喷墨油墨的黏度和固化率。实验结果表明混合单体的最优比例为5.5∶2∶1.5。"
植物油基 油墨清洗剂 脂肪酸 溶剂型 橡皮布 橡胶布 植物油脂 毒性 成分 挥发性有机化合物,"挥发性有机化合物简称VOC(Volatile Organic Compounds),一般是作为溶剂使用后而散发到大气中的。VOC的成分复杂,具有的特殊气味能导致人体呈现种种不适应,并具有毒性、刺激性、致癌作用。如苯列为可疑潜在致癌物质。卤代烃类物质能引起神衰征候群及血小板减少、肝功能下降、肝脾肿大等病变,还可能导致癌症。CFC类物质对大气臭氧层有破坏作用。所有这些促使世界各国尤其是发达国家纷纷颁布法律对VOC的排放进行控制。"
柔板显示器件 微胶囊 电泳显示 电子墨水 显示技术 柔性显示器件 制备方法 原位聚合法 制备工艺 界面聚合法,"微胶囊电泳柔板显示器是一种新近发展起来的电泳显示技术,有着广泛的用途。介绍了微胶囊电泳柔板显示器的显示原理、制备工艺、微胶囊的制备方法及器件衬底材料的研究现状,对各种制备方法及工艺进行了分析与综合评述,同时讨论了国内外柔板显示器及材料的应用研究现状、存在问题及发展前景。"
丝网印刷 丝网几何特性 数字加网 表面粗糙度 网距 油墨附着量 正交实验,丝网印刷以其众多的优点在近年来得到了迅速发展并呈现出勃勃生机丝网印刷的发展是建立在生产实践技术之上的缺少理论和数学模型的指导发展受到阻碍尤其是产品的高精度印刷受到限制丝网印刷工艺主要参数的研究分析对提高丝网印刷品的精度和质量实现丝网印刷工艺的规范化和数据化管理有着重要意义影响丝网印刷精度的因素比较多可变因素就达90个之多本文主要就如何提高丝网印刷的精度进行了分析丝网几何特性是丝印的基础在对目数及丝径等参数的分析基础上对比了最小网点的计算公式提出分辨率的计算应在张力的影响下进行才能得到较为精确的结果龟纹是影响精度的一大因素采用数字加网可有效避免龟纹提高精度印版特性影响到印品精度应用粗糙度对印版的表面状况进行了研究讨论了提高光滑度及印刷精度的方法网距的存在使印刷图文产生形变和位置的改变为此建立了模型并进行模拟实验得出了网距与印刷精度及位置变化之间的关系曲线油墨的流变性表面张力关系到油墨附着量和印迹扩大文中用实验数据分析对比对油墨的附着公式进行了修正使墨层厚度的计算结果提高最后设计实验验证了粗糙度对印迹的影响引入正交实验的方法得出在丝网印刷中目数对精度的影响起主要作用其次为粗糙度和网距对于一定的印品可以用正交实验的方法得到最佳的工艺条件为生产实践提供了参考
水性紫外光固化涂料 现状 进展 应用,水性紫外光固化涂料技术因其符合环保、节能、清洁生产理念而成为当前国内外研究热点。本文考察了水性UV涂料的技术特点及预聚体、光引发剂、表面活性助剂等的研究现状;介绍了该涂料的研究进展、应用情况以及存在的问题。
水性油墨 发展历史 技术 经济 发展趋势,"文章参考中国油墨相关书籍及国外相关期刊杂志,从水性油墨发展的历史、技术发展概况、应用概况,经济概况、技术发展动态和发展趋势对水性油墨进行了综述,对中国的水性油墨的发展历史,现状,及存在的问题进行了简单的分析,使人们对水性油墨有所了解。"
UV油墨 胶印 固化速度 乳化 流变性能,UV胶印油墨由于优质高效环保等优点在印刷行业中的应用已经日益广泛本论文通过大量实验对UV胶印油墨的各种组分进行筛选优化最终确定了UV胶印油墨的基本配方采用研磨分散的方法自主研发制备了各项性能良好的UV胶印油墨样品对研制的UV胶印油墨样品进行了流变学性能及印刷适性的测试探讨了UV胶印油墨各组分对流变学性能印刷适性的影响并研究了乳化对油墨固化转移率及触变性的影响研究结果表明UV胶印油墨表现出非牛顿流体的特征具有触变性不同的单体预聚物结构的差异对颜料粒子的分散状态有较大影响最终影响油墨样品的流动特性和触变性引发剂的光谱吸收特性和含量单体和预聚物的官能度影响UV胶印油墨样品的固化使用对颜料粒子的润湿分散能力较强的单体和预聚物制备的油墨样品具有较高的光泽度UV胶印油墨的乳化率与预聚物的乳化率有关混合预聚物中环氧预聚物含量增大时油墨乳化率升高UV胶印油墨的固化速度随乳化率升高而降低转移率随乳化率的增加呈先上升后下降趋势乳化后的油墨触变性降低研制的UV胶印油墨的色域范围较宽具有良好的色彩再现性能本文研究结果为制备高质量具有良好印刷适性的UV胶印油墨具有一定的参考意义
喷墨印刷 连续喷墨 按需喷墨 脉冲打印 发展趋势 喷墨打印机 墨滴充电 直接喷射 相变喷墨打印 换能器,"喷墨印刷是迄今为止技术门类最多、应用领域广泛和印刷材料多样性最典型的数字印刷方法。在1981年举办的第一次国际非撞击印刷会议上,数字印刷被定义为非撞击印刷技术(Non-Impact Print ing Technologies),从而纠正了以往为了与点阵(针"
包装 人才需求 需求预测 培养模式,人才资源是第一资源人才是生产力中最活跃最重要的因素对经济和社会的发展具有基础性战略性和决定性作用经济全球化的现代社会包装已成为国际贸易的重要手段各国都把发展包装工业作为国民经济的重要发展战略我国包装工业虽然发展很快但与国外相比仍存在较大的差距这种差距反应在企业规模人员素质产品质量与档次科技水平及开发能力包装基础工业水平以及综合利用与环境保护等多个方面其中科技人才的不足和开发能力的薄弱是制约我国包装工业发展和技术进步的重要因素所以培养高层次的包装技术和管理人才已成为我国包装高等教育的当务之急本文正是从研究国内企业对人才需求入手将物流与教育学结合研究探讨了物流教育中如何培养包装专业人才的问题文章核心内容主要是五个部分一是调研并分析和比较国际国内包装教育及人才培养模式提出我国在人才培养方面存在的问题和不足二是调研并分析国内包装行业对包装人才的需求现代包装人才所必须具备的知识能力和素质研究食品轻工工业设计艺术设计机械材料计算机控制等学科与包装工程学科之间的相互关系研究现代包装人才的知识结构及合理内涵在更高层面和创新思维基础上构筑新的专业平台形成适应包装工业发展需要的包装工程人才培养模式三是运用SPSS软件结合需求预测方法对未来包装人才需求进行预测得出未来包装人才规模上的需求四是根据未来包装人才所需的知识能力和素质结构结合我国现阶段在人才培养方面的不足提出适应行业发展的包装工程本科人才培养模式继而在本科培养方案的基础上研讨硕博士研究生及职业培训的模式五是结合现状提出对西南交通大学构建包装专业的一些设想
彩色喷墨印刷 德鲁巴 按需喷墨 喷墨技术 印刷质量 技术整合 印刷速度 新产品 连续喷墨 数字印刷系统,"近年来,喷墨印刷正在向着几乎所有的印刷领域进军,其印刷质量也越来越好。从德鲁62004可以看出,喷墨印刷已跻身于技术亮点之列,并将成为德鲁巴2008的主题。在2008年5月即将到来的德鲁巴印刷展上,代表最新技术发展的将是按需喷墨印刷。最新的证明就是关于在比利时布鲁塞尔标签展上所展示新产品的报道。如果想在生产厂家推出新产品之前,就了解新机器能给我们带"
大豆油油墨 环境保护 印刷油墨,"大豆油油墨采用了可再生的大豆油作为原料,大大节省了全球石油资源,具有鲜明的环境保护的优点。将其应用于印刷生产中,使油墨污染程度降到最低程度,符合了世界环境保护的要求,是造福全人类的一项先进技术。本文介绍了环保型大豆油油墨的特点、发展及其应用。"
连结料 油墨 胶印 大豆油 环保,印刷产业对环保型印刷油墨的呼声越来越高引起了油墨制造者的密切关注随着全球环境问题的不断恶化环保法规也愈加严格令人瞩目的大豆油胶印油墨具有环保意义的产品正以高速发展的态势进入印刷材料市场大豆油胶印油墨以有利于环境保护及快固着高光泽印刷适性好印刷品质量高的优势逐步成为胶印领域的首选油墨尽管大豆油墨具有很好的环保前景但由于大豆油自身的特点给大豆油墨的开发带来一定的难度其主要的难点在于大豆油墨的干燥性问题大豆油碘值只有120141mgIg含有的较少的可反应双键与空气中的氧气反应相对缓慢制造出的油墨干燥不良给印刷带来如粘脏附着力差等许多问题也使油墨的可印刷性和印刷效率大大降低同时由于大豆油替代了传统油墨配方中的部分矿物油使得油墨的干性方式发生了根本性的改变传统油墨的渗透挥发氧化结膜的干燥方式在大豆油油墨中已经不再适用这就需要通过设计全新的油墨干燥体系使大豆油墨能在印刷中得到接近传统油墨甚至更好的表现基于以上考虑本论文着重针对连结料的材料选择连结料的配方连结料干燥体系等方面展开工作分析油墨干燥原理根据大豆油墨的定义大豆油墨与传统油墨的差异制订大豆油墨设计思路研究油墨连结料设计方案设计自主知识产权的连结料体系适用于各种胶印油墨筛选原材料对树脂大豆油凝胶剂干性调节剂干燥剂颜料等进行考察分析选用合适材料形成大豆油连结料制造工艺形成大豆油墨配方制成大豆油胶印油墨进行大豆油墨试印通过试印验证了该套连结料体系的干燥性能和印刷性能该连接料制成的大豆油胶印油墨中大豆油含量达到美国大豆产业协会关于大豆油墨的标准环保指标达到相关标准可以替代现有胶印传统油墨
食品包装印刷 安全卫生 环保油墨 发展趋势,"本文介绍了食品包装印刷的主要方式,着重阐述了适于食品包装印刷的一些环保型油墨及食品包装印刷领域一些新的绿色印刷技术,并从安全卫生的角度概括了印刷中需要注意的一些问题。"
水基油墨 油墨粘度 印刷品质量 实地密度 高粘度 连接料 网版印刷 印刷工业 网点增大 印刷反差,"现代社会越来越重视环保,印刷工业亦如此。在印刷工业中.造成环境污染的一个最重要的因素就是印刷用油墨,水基油墨的出现.突破了传统意义的溶剂性油墨.具有良好的印刷适性和环保性能。目前.水基油墨已经广泛应用于柔性版印刷和网版印刷。"
UV固化 油墨 光引发剂 附着力 硬度 柔韧性 耐溶剂性,UV固化油墨因其具有环保高效节能等优点而得到越来越广泛的应用而聚乙烯PE是最常用的塑料之一其结构规整表面张力低一般油墨很难在其上产生良好的附着本文从光引发剂低聚物单体填料等多个方面系统研究了油墨组成对固化速度附着力硬度柔韧性和耐化学溶剂等性能的影响使用紫外可见分光光度计测得了红黄蓝紫白黑六种颜料的紫外吸收图谱通过指压法和指抠法研究了多种光引发剂对含有不同颜料的UV油墨的引发速度的影响结果显示不同颜色的颜料对紫外光的吸收区域和吸收强度是不同的对于黄色油墨907的引发效果最佳对于蓝色油墨907ITXEDAB和910ITXEDAB都具有很高的引发速度而对于红色油墨和紫色油墨907ITXEDAB则是速度最高的引发剂组合808184和907ITXEDAB819则分别是白色和黑色油墨的最佳引发剂通过对比不同种类的低聚物得出聚酯丙烯酸酯类低聚物对PE基材具有比较好的附着力并进一步优化了其组合通过附着力测试实验得出低官能度低表面张力的单体可以进一步促进油墨在PE基材上的附着力使用铅笔硬度计和漆膜柔韧性测试仪研究了低聚物单体和填料对硬度和柔韧性的影响双酚A环氧丙烯酸酯和高官能度聚氨酯丙烯酸酯以及高官能度单体和高硬度填料均可明显增加漆膜硬度这些物质同样也可使油墨的耐化学溶剂性能提高除此之外添加微蜡粉也能有效提高耐化学溶剂性
喷墨技术 喷墨打印机 喷墨打印头 墨滴 连续喷墨 喷墨印刷 水射流 压电陶瓷材料 按需喷墨 喷嘴,"最早出现喷墨(Inkjet)这个概念是在上世纪60年代,到了70年代随着计算机技术的迅速发展,出现了连续喷墨和按需喷墨技术和系统,市场上可以看到商用的喷墨打印机。进入80年代后热气泡喷墨技术问世,随着广告市场的复兴,适应户外广告需求的彩色喷绘机等陆续出现在国际市场上。"
大豆油 胶印 油墨 VOC 环保,大豆油墨采用大豆油替代了传统油墨中的石油溶剂使VOC有机挥发物含量从3060降低到15以下大大减少了对环境的污染且利于人身健康具有很好的理论研究意义和应用价值由于大豆油属半干性油用大豆油替代传统油墨中的石油溶剂时存在油墨干性差水墨平衡难控制等问题本文从树脂的选择连结料配方和工艺的调整以及油墨配方的调整等方面展开大豆油胶印油墨的研究工作重点分析了研制的大豆油胶印油墨的印刷适性得到了符合印刷要求的大豆油胶印油墨主要研究内容和结果如下1进行了大豆油胶印油墨连结料的研制解决大豆油干性慢的缺点2通过对干性及印刷适性等的实验确定了四色油墨的配方克服了大豆油油墨干燥固着较慢等印刷适性问题研制成功了具有良好的水墨平衡性上机稳定性的大豆油胶印油墨3本油墨不含石油溶剂VOC含量小于2重金属含量小于2mgkg远远低于相关标准大豆油含量超过油墨组分含量的30符合美国大豆油协会的认证标准4对研制的大豆油胶印油墨耐有机溶剂耐酸耐碱等各种物化指标进行测试分析结果显示其物化指标优越
